============================ ★ 2分屏 → 3分屏 全过程 [18:29:07.500 ~ 18:29:11.200]
18:29:08.298  hyper_launcher_app                         | : <app-frb-pool-app_launcher::recents::systemui_shared::transition::window_transion_manager:2380>: set_split_dock_animating: true
18:29:10.571  MultipleSplitUIContainer                   | 	at android.os.Handler.handleCallback(Handler.java:1129)
18:29:10.571  MultipleSplitUIContainer                   | 	at android.os.Handler.dispatchMessageImpl(Handler.java:139)
18:29:10.571  MultipleSplitUIContainer                   | 	at android.os.Handler.dispatchMessage(Handler.java:129)
18:29:10.571  MultipleSplitUIContainer                   | 	at android.os.Looper.loopOnce(Looper.java:315)
18:29:10.571  MultipleSplitUIContainer                   | 	at android.os.Looper.loop(Looper.java:419)
18:29:10.571  MultipleSplitUIContainer                   | 	at android.os.HandlerThread.run(HandlerThread.java:139)
18:29:10.575  backgroundBlur                             | VRI.recordMiBlurUsedStatus mMiBlurUsed:false, size(0|0), win:MultipleSplitUIController
18:29:10.575  MultipleSplitRootTaskOrganizer             | attachToParentSurface, mRootTaskLeash=Surface(name=Task=7691#71031)/@0xa62008b
18:29:10.575  LSPosedFramework                           | (com.android.systemui)[com.abel.os4freeformx,OS4FreeFromX,94a-1a0c37e7ea6-45a-1a3,0,1] 多分屏栏: 拦截 show(Surface(name=MultipleSplitUIController#71561)/@0xb2c8ed9)
18:29:10.575  OS4FreeFromX                               | 多分屏栏: 拦截 show(Surface(name=MultipleSplitUIController#71561)/@0xb2c8ed9)
18:29:10.576  MultipleSplitLayout                        | populateTouchZones 0
18:29:10.576  MultipleSplitLayout                        | populateTouchZones: indices/hosts unchanged (-1/-1, 3/3), skip recreate
18:29:10.577  MultipleSplitUIController                  | updateVisibility, visible=true, needAnim=true
18:29:10.577  MultipleSplitUIController                  | java.lang.Throwable
18:29:10.577  MultipleSplitUIController                  | 	at com.android.wm.shell.multiplesplit.ui.MultipleSplitUIController.updateVisibility(go/retraceme 56a62e231b6a9b8f4b7c830da878a208e3d78e9b7dcaebeb7041ec26c1b0b959:42
18:29:10.577  MultipleSplitUIController                  | 	at com.android.wm.shell.multiplesplit.MultipleSplitLayout.updateUIVisibility(go/retraceme 56a62e231b6a9b8f4b7c830da878a208e3d78e9b7dcaebeb7041ec26c1b0b959:23)
18:29:10.577  MultipleSplitUIController                  | 	at com.android.wm.shell.multiplesplit.MultipleSplitLayout.updateUIVisibility(go/retraceme 56a62e231b6a9b8f4b7c830da878a208e3d78e9b7dcaebeb7041ec26c1b0b959:27)
18:29:10.577  MultipleSplitUIController                  | 	at com.android.wm.shell.multiplesplit.MultipleSplitTransitionHandler.lambda$playDockChangeAnimation$28(go/retraceme 56a62e231b6a9b8f4b7c830da878a208e3d78e9b7dcaebeb
18:29:10.577  MultipleSplitUIController                  | 	at com.android.wm.shell.multiplesplit.MultipleSplitTransitionHandler.$r8$lambda$e8h5TG6cktvPlXBsq9-OHrwZGG4(go/retraceme 56a62e231b6a9b8f4b7c830da878a208e3d78e9b7dc
18:29:10.577  MultipleSplitUIController                  | 	at com.android.wm.shell.multiplesplit.MultipleSplitTransitionHandler$$ExternalSyntheticLambda9.run(go/retraceme 56a62e231b6a9b8f4b7c830da878a208e3d78e9b7dcaebeb7041
18:29:10.577  MultipleSplitUIController                  | 	at com.android.wm.shell.multiplesplit.MultipleSplitFolmeAnimManager.lambda$onDockSoScTransferredToMultipleSplit$31(go/retraceme 56a62e231b6a9b8f4b7c830da878a208e3d7
18:29:10.577  MultipleSplitUIController                  | 	at com.android.wm.shell.multiplesplit.MultipleSplitFolmeAnimManager.$r8$lambda$l3yTr6Ekkt5YzGsxXn-nBZpOFE8(go/retraceme 56a62e231b6a9b8f4b7c830da878a208e3d78e9b7dca
18:29:10.577  MultipleSplitUIController                  | 	at com.android.wm.shell.multiplesplit.MultipleSplitFolmeAnimManager$$ExternalSyntheticLambda2.run(go/retraceme 56a62e231b6a9b8f4b7c830da878a208e3d78e9b7dcaebeb7041e
18:29:10.577  MultipleSplitUIController                  | 	at com.android.wm.shell.multiplesplit.MultipleSplitFolmeAnimManager$1.onAnimationComplete(go/retraceme 56a62e231b6a9b8f4b7c830da878a208e3d78e9b7dcaebeb7041ec26c1b0b
18:29:10.577  MultipleSplitUIController                  | 	at com.android.wm.shell.multitasking.common.animation.MultiTaskingFolmeAnimExecutor.notifyAnimFinishOrInterrupted(go/retraceme 56a62e231b6a9b8f4b7c830da878a208e3d78
18:29:10.577  MultipleSplitUIController                  | 	at com.android.wm.shell.multitasking.common.animation.MultiTaskingFolmeAnimExecutor.-$$Nest$mnotifyAnimFinishOrInterrupted(go/retraceme 56a62e231b6a9b8f4b7c830da878
18:29:10.577  MultipleSplitUIController                  | 	at com.android.wm.shell.multitasking.common.animation.MultiTaskingFolmeAnimExecutor$1.lambda$onComplete$1(go/retraceme 56a62e231b6a9b8f4b7c830da878a208e3d78e9b7dcae
18:29:10.577  MultipleSplitUIController                  | 	at com.android.wm.shell.multitasking.common.animation.MultiTaskingFolmeAnimExecutor$1.$r8$lambda$ceUd580S6tvDGW-hdW2zxihjchQ(go/retraceme 56a62e231b6a9b8f4b7c830da8
18:29:10.577  MultipleSplitUIController                  | 	at com.android.wm.shell.multitasking.common.animation.MultiTaskingFolmeAnimExecutor$$ExternalSyntheticLambda0.run(go/retraceme 56a62e231b6a9b8f4b7c830da878a208e3d78
18:29:10.577  MultipleSplitUIController                  | 	at android.os.Handler.handleCallback(Handler.java:1129)
18:29:10.577  MultipleSplitUIController                  | 	at android.os.Handler.dispatchMessageImpl(Handler.java:139)
18:29:10.577  MultipleSplitUIController                  | 	at android.os.Handler.dispatchMessage(Handler.java:129)
18:29:10.577  MultipleSplitUIController                  | 	at android.os.Looper.loopOnce(Looper.java:315)
18:29:10.577  MultipleSplitUIController                  | 	at android.os.Looper.loop(Looper.java:419)
18:29:10.577  MultipleSplitUIController                  | 	at android.os.HandlerThread.run(HandlerThread.java:139)
18:29:10.577  MultipleSplitRootTaskOrganizer             | Clear docked state.
18:29:10.577  ShellSplitScreen                           | prepareExitSplitScreen: stageToTop=UNDEFINED
18:29:10.577  ShellSplitScreen                           | remove all side stage tasks: childCount=0 toTop=false  stageI=SIDE
18:29:10.577  ShellSplitScreen                           | deactivate: reparentTasksToTop=false rootTaskInfo=TaskInfo{userId=0 taskId=7689 effectiveUid=0 displayId=0 isRunning=false baseIntent=Intent {  } baseActivity=null t
18:29:10.577  SoScStageTaskListener                      | deactivate: stage=MAINcom.android.wm.shell.sosc.SoScStageCoordinator.deactivateSoSc:2 com.android.wm.shell.sosc.SoScStageCoordinator.deactivateSplit:79 com.android.w
18:29:10.577  SoScStageTaskListener                      | deactivate: stage=SIDEcom.android.wm.shell.sosc.SoScStageCoordinator.deactivateSoSc:7 com.android.wm.shell.sosc.SoScStageCoordinator.deactivateSplit:79 com.android.w
18:29:10.577  OS4FreeFromX                               | TRACE SoScCoord#getStageRootLeash(0)
18:29:10.577  OS4FreeFromX                               | TRACE SoScCoord#getStageRootLeash(1)
18:29:10.578  ShellSplitScreen                           | clearSplitPairedInRecents: reason=UNKNOWN_EXIT
18:29:10.578  ShellSplitScreen                           | setSplitsVisible: visible=false
18:29:10.579  BufferQueueProducer                        | [VRI[SoScStageCoordinatorSplitDivider]#29(BLAST Consumer)29](id:94a00000024,api:1,p:2378,c:2378) disconnect: api 1 (caller=2378)
18:29:10.579  BufferQueueConsumer                        | [VRI[SoScStageCoordinatorSplitDivider]#29(BLAST Consumer)29](id:94a00000024,api:0,p:-1,c:2378) disconnect: caller 2378
18:29:10.580  SplitLayout                                | removeTouchZones
18:29:10.580  SplitLayout                                | java.lang.Throwable
18:29:10.580  SplitLayout                                | 	at com.android.wm.shell.sosc.common.split.SplitLayout.removeTouchZones(go/retraceme 56a62e231b6a9b8f4b7c830da878a208e3d78e9b7dcaebeb7041ec26c1b0b959:27)
18:29:10.580  SplitLayout                                | 	at com.android.wm.shell.sosc.common.split.SplitLayout.release(go/retraceme 56a62e231b6a9b8f4b7c830da878a208e3d78e9b7dcaebeb7041ec26c1b0b959:15)
18:29:10.580  SplitLayout                                | 	at com.android.wm.shell.sosc.SoScUtilsImpl.exitSoScIfNeed(go/retraceme 56a62e231b6a9b8f4b7c830da878a208e3d78e9b7dcaebeb7041ec26c1b0b959:71)
18:29:10.580  SplitLayout                                | 	at com.android.wm.shell.multiplesplit.MultipleSplitTransitionHandler.lambda$playDockChangeAnimation$28(go/retraceme 56a62e231b6a9b8f4b7c830da878a208e3d78e9b7dcaebeb
18:29:10.580  SplitLayout                                | 	at com.android.wm.shell.multiplesplit.MultipleSplitTransitionHandler.$r8$lambda$e8h5TG6cktvPlXBsq9-OHrwZGG4(go/retraceme 56a62e231b6a9b8f4b7c830da878a208e3d78e9b7dc
18:29:10.580  SplitLayout                                | 	at com.android.wm.shell.multiplesplit.MultipleSplitTransitionHandler$$ExternalSyntheticLambda9.run(go/retraceme 56a62e231b6a9b8f4b7c830da878a208e3d78e9b7dcaebeb7041
18:29:10.580  SplitLayout                                | 	at com.android.wm.shell.multiplesplit.MultipleSplitFolmeAnimManager.lambda$onDockSoScTransferredToMultipleSplit$31(go/retraceme 56a62e231b6a9b8f4b7c830da878a208e3d7
18:29:10.580  SplitLayout                                | 	at com.android.wm.shell.multiplesplit.MultipleSplitFolmeAnimManager.$r8$lambda$l3yTr6Ekkt5YzGsxXn-nBZpOFE8(go/retraceme 56a62e231b6a9b8f4b7c830da878a208e3d78e9b7dca
18:29:10.580  SplitLayout                                | 	at com.android.wm.shell.multiplesplit.MultipleSplitFolmeAnimManager$$ExternalSyntheticLambda2.run(go/retraceme 56a62e231b6a9b8f4b7c830da878a208e3d78e9b7dcaebeb7041e
18:29:10.580  SplitLayout                                | 	at com.android.wm.shell.multiplesplit.MultipleSplitFolmeAnimManager$1.onAnimationComplete(go/retraceme 56a62e231b6a9b8f4b7c830da878a208e3d78e9b7dcaebeb7041ec26c1b0b
18:29:10.580  SplitLayout                                | 	at com.android.wm.shell.multitasking.common.animation.MultiTaskingFolmeAnimExecutor.notifyAnimFinishOrInterrupted(go/retraceme 56a62e231b6a9b8f4b7c830da878a208e3d78
18:29:10.580  SplitLayout                                | 	at com.android.wm.shell.multitasking.common.animation.MultiTaskingFolmeAnimExecutor.-$$Nest$mnotifyAnimFinishOrInterrupted(go/retraceme 56a62e231b6a9b8f4b7c830da878
18:29:10.580  SplitLayout                                | 	at com.android.wm.shell.multitasking.common.animation.MultiTaskingFolmeAnimExecutor$1.lambda$onComplete$1(go/retraceme 56a62e231b6a9b8f4b7c830da878a208e3d78e9b7dcae
18:29:10.580  SplitLayout                                | 	at com.android.wm.shell.multitasking.common.animation.MultiTaskingFolmeAnimExecutor$1.$r8$lambda$ceUd580S6tvDGW-hdW2zxihjchQ(go/retraceme 56a62e231b6a9b8f4b7c830da8
18:29:10.580  SplitLayout                                | 	at com.android.wm.shell.multitasking.common.animation.MultiTaskingFolmeAnimExecutor$$ExternalSyntheticLambda0.run(go/retraceme 56a62e231b6a9b8f4b7c830da878a208e3d78
18:29:10.580  SplitLayout                                | 	at android.os.Handler.handleCallback(Handler.java:1129)
18:29:10.580  SplitLayout                                | 	at android.os.Handler.dispatchMessageImpl(Handler.java:139)
18:29:10.580  SplitLayout                                | 	at android.os.Handler.dispatchMessage(Handler.java:129)
18:29:10.580  SplitLayout                                | 	at android.os.Looper.loopOnce(Looper.java:315)
18:29:10.580  SplitLayout                                | 	at android.os.Looper.loop(Looper.java:419)
18:29:10.580  SplitLayout                                | 	at android.os.HandlerThread.run(HandlerThread.java:139)
18:29:10.580  OffscreenTouchZone                         | TouchZoneTrace release #1/BottomRight, hasViewHost=true, hasLeash=true
18:29:10.582  SoScUtils                                  | Release divider bg Surface(name=DividerBackground#71488)/@0x11c35a7, com.android.wm.shell.sosc.common.split.SplitLayout.release:22 com.android.wm.shell.sosc.SoScUtil
18:29:10.582  SplitUtilsImpl                             | updateBoundsFor1_1_9, position=1170, bounds1=Rect(0, 0 - 1170, 1672), bounds2=Rect(1194, 0 - 2364, 1672)
18:29:10.585  SoScUtils                                  | Do not update divider bg visibility because leash is null.
18:29:10.585  SoScStageCoordinator                       | continueUpdateSoScState mDeferUpdateSoScMiniModeCount:0com.android.wm.shell.sosc.SoScStageCoordinator.continueUpdateSoScState:49 com.android.wm.shell.sosc.SoScUtilsI
18:29:10.585  OS4FreeFromX                               | TRACE SoScCoord#getSplitSnapPosition()
18:29:10.585  SoScStageCoordinator                       | updateSoScState mainStageHasChildren:false sideStageHasChildren:false supportSoScMinimizedMode:false mSideStagePosition:1 mSoScState:2 -> -1 mMinimized:false -> fals
18:29:10.585  OS4FreeFromX                               | TRACE SoScCoord#getStageRootLeash(0)
18:29:10.585  OS4FreeFromX                               | TRACE SoScCoord#getStageRootLeash(1)
18:29:10.586  SoScStageCoordinator                       | sendSoScStateChanged com.android.wm.shell.sosc.SoScStageCoordinator.updateSoScState:496 com.android.wm.shell.sosc.SoScStageCoordinator.continueUpdateSoScState:45 com
18:29:10.586  MultipleSplitTransitionHandler             | playDockChangeAnimation: DOCK_EXIT_SOSC_TO_THREE finish(no remote)
18:29:10.586  MultipleSplitTransitionHandler             | onFinish for dock change transition
18:29:10.586  MultipleSplitRootTaskOrganizer             | onTransitionAnimationComplete
18:29:10.586  MultipleSplitLayout                        | populateTouchZones 0
18:29:10.586  MultipleSplitLayout                        | populateTouchZones: indices/hosts unchanged (-1/-1, 3/3), skip recreate
18:29:10.586  MultipleSplitUtils                         | animateOpenWithExitDockMode finishCB, remaining animCount=1
18:29:10.586  MultiTaskingFolmeAnimExecutor              | removeFolmeStateAndRunFinishRunnable queue size = 0, folmeControl = @e5ce8ba, folmeState = @eac22cb, isInterrupted = false, isMarkAnimFinish: = true
18:29:10.586  MultiTaskingFolmeAnimExecutor              | removeFolmeStateAndRunFinishRunnable::finishAnim taskId: 0 mAnimatingFolmeControl: [MultiTaskingFolmeControl{taskId=0, animationLeash=Surface(name=Task=7688#71025)/@
18:29:10.586  MultiTaskingCornerShadowController         | onTaskAnimationEnd
18:29:10.586  MultiTaskingFolmeAnimExecutor              | removeFinishRunnable: {}
18:29:10.586  MultiTaskingFolmeAnimExecutor              | removeFolmeStateAndRunFinishRunnable::runnableQueue = []
18:29:10.587  Activity                                   | Activity = ActivityInfo{23fc8b6 com.xingin.xhs.index.v2.IndexActivityV2}, Resume onConfigurationChanged = {1.0 460mcc11mnc [zh_CN] ldltr sw375dp w375dp h815dp 440dpi
18:29:10.587  Surface                                    | Creating surface for consumer VRI[MultipleSplitUIController]#36(BLAST Consumer)36 with slotExpansion=1 for 64 slots
18:29:10.588  VRI[MultipleSplitUIController]             | updateConfiguration: {1.0 460mcc11mnc [zh_CN] ldltr sw608dp w860dp h608dp 440dpi lrg compactNeeded hdr widecg land finger -keyb/v/h -nav/h winConfig={ mBounds=Rect(0
18:29:10.589  OS4FreeFromX                               | 多分屏栏: MultipleSplitUIContainer 置 INVISIBLE(onLayout)
18:29:10.589  LSPosedFramework                           | (com.android.systemui)[com.abel.os4freeformx,OS4FreeFromX,94a-1a0c37e7ea6-45a-1a4,0,1] 多分屏栏: MultipleSplitUIContainer 置 INVISIBLE(onLayout)
18:29:10.589  xring_gralloc                              | req_witdh=1672, req_height=2364, req_format=0x1, usage=0xb00, alloc_format=RGBA_8888 + AFBC + SPLIT + YUV TRANSFORM + SPARSE + Datatype: UNORM
18:29:10.590  xring_gralloc                              | alloc total size 16162816, afbc header page num 61, buffer_id = 0x6d900029e34, name: VRI[MultipleSplitUIController]#36(BLAST Consumer)36
18:29:10.591  hyper_launcher_app                         | : <1.ui-app_launcher::recents::systemui_shared::transition::window_transion_manager:2554>: update_key_intercept_and_animation called: intercept_home=false, intercept
18:29:10.591  hyper_launcher_app                         | : <1.ui-app_launcher::recents::systemui_shared::transition::window_transion_manager:2587>: update_key_intercept_and_animation skipped: active_runner is None
18:29:10.591  hyper_launcher_app                         | : <window-rt-app_launcher::recents::systemui_shared::transition::window_transion_manager:1935>: WindowTransitionManager finish
18:29:10.591  hyper_launcher_app                         | : <window-rt-app_launcher::recents::systemui_shared::transition::window_transion_manager:1953>: finish_remote_transition to_home = false token = 1789986549467975
18:29:10.591  hyper_launcher_app                         | : <window-rt-app_launcher::recents::systemui_shared::transition::window_transion_manager:1998>: update_key_intercept_and_animation called: intercept_home=false, inte
18:29:10.591  hyper_launcher_app                         | : <window-rt-app_launcher::recents::systemui_shared::transition::window_transion_manager:2013>: update_key_intercept_and_animation skipped: active_runner is None
18:29:10.591  hyper_launcher_app                         | : <window-rt-app_launcher::recents::systemui_shared::transition::window_transion_manager:460>: try_finish_with_merge_and_timeout skipped: merge_back_break_open_anim_
18:29:10.591  hyper_launcher_app                         | : <window-rt-app_launcher::recents::systemui_shared::transition::window_transion_manager:416>: cleanup_remote_transition to_home = false
18:29:10.591  hyper_launcher_app                         | : <window-rt-app_launcher::recents::systemui_shared::transition::window_transion_manager:2393>: [RecentsActivity] set_entering_split_screen: false
18:29:10.591  hyper_launcher_app                         | : <window-rt-app_launcher::recents::systemui_shared::transition::window_transition_callback_helper:592>: WindowTransitionCallbackHelper execute_finish_callback route
18:29:10.591  hyper_launcher_app                         | : <window-rt-app_launcher::recents::systemui_shared::transition::window_transition_callback_helper:621>: WindowTransitionCallbackHelper execute_finish_callback_for_m
18:29:10.591  hyper_launcher_app                         | : <window-rt-app_launcher::recents::systemui_shared::transition::window_transition_callback_helper:998>: WindowTransitionCallbackHelper abcd set_will_finish_to_home 
18:29:10.591  hyper_launcher_app                         | : <window-rt-app_launcher::recents::systemui_shared::transition::window_transition_callback_helper:1010>: WindowTransitionCallbackHelper abcd reorder_app_if_need， to
18:29:10.591  hyper_launcher_app                         | : <1.ui-app_launcher::recents::systemui_shared::transition::window_transion_manager:2554>: update_key_intercept_and_animation called: intercept_home=false, intercept
18:29:10.591  hyper_launcher_app                         | : <window-rt-app_launcher::recents::systemui_shared::transition::window_transition_callback_helper:1226>: clear_non_prestart_tokens count=1
18:29:10.591  hyper_launcher_app                         | : <window-rt-app_launcher::recents::systemui_shared::transition::window_transition_callback_helper:1561>: WindowTransitionCallbackHelper clear_transition_leashes
18:29:10.591  hyper_launcher_app                         | : <window-rt-app_launcher::recents::systemui_shared::transition::window_transition_callback_helper:931>: WindowTransitionCallbackHelper finish_remote
18:29:10.591  hyper_launcher_app                         | : <window-rt-app_launcher::recents::systemui_shared::transition::window_transition_callback_helper:936>: WindowTransitionCallbackHelper execute_main_finish_remote_ca
18:29:10.591  xring_gralloc                              | req_witdh=1672, req_height=2364, req_format=0x1, usage=0xb00, alloc_format=RGBA_8888 + AFBC + SPLIT + YUV TRANSFORM + SPARSE + Datatype: UNORM
18:29:10.592  xring_gralloc                              | alloc total size 16162816, afbc header page num 61, buffer_id = 0x6d900029e35, name: VRI[MultipleSplitUIController]#36(BLAST Consumer)36
18:29:10.592  hyper_launcher_app                         | : <window-rt-app_launcher::recents::systemui_shared::transition::window_transition_callback_helper:1531>: WindowTransitionCallbackHelper release transition_info
18:29:10.592  hyper_launcher_app                         | : <window-rt-app_launcher::recents::systemui_shared::transition::window_transition_callback_helper:1567>: WindowTransitionCallbackHelper clear_all_cache
18:29:10.592  xring_gralloc                              | req_witdh=1672, req_height=2364, req_format=0x1, usage=0xb00, alloc_format=RGBA_8888 + AFBC + SPLIT + YUV TRANSFORM + SPARSE + Datatype: UNORM
18:29:10.592  hyper_launcher_app                         | : <1.ui-app_launcher::recents::systemui_shared::transition::window_transion_manager:2587>: update_key_intercept_and_animation skipped: active_runner is None
18:29:10.592  hyper_launcher_app                         | : <window-rt-app_launcher::recents::systemui_shared::transition::window_transion_manager:1935>: WindowTransitionManager finish
18:29:10.592  hyper_launcher_app                         | : <window-rt-app_launcher::recents::systemui_shared::transition::window_transion_manager:1953>: finish_remote_transition to_home = false token = -1
18:29:10.592  hyper_launcher_app                         | : <window-rt-app_launcher::recents::systemui_shared::transition::window_transion_manager:1998>: update_key_intercept_and_animation called: intercept_home=false, inte
18:29:10.592  hyper_launcher_app                         | : <window-rt-app_launcher::recents::systemui_shared::transition::window_transion_manager:2013>: update_key_intercept_and_animation skipped: active_runner is None
18:29:10.592  hyper_launcher_app                         | : <window-rt-app_launcher::recents::systemui_shared::transition::window_transion_manager:460>: try_finish_with_merge_and_timeout skipped: merge_back_break_open_anim_
18:29:10.592  hyper_launcher_app                         | : <window-rt-app_launcher::recents::systemui_shared::transition::window_transion_manager:416>: cleanup_remote_transition to_home = false
18:29:10.592  hyper_launcher_app                         | : <window-rt-app_launcher::recents::systemui_shared::transition::window_transion_manager:2393>: [RecentsActivity] set_entering_split_screen: false
18:29:10.592  hyper_launcher_app                         | : <window-rt-app_launcher::recents::systemui_shared::transition::window_transition_callback_helper:592>: WindowTransitionCallbackHelper execute_finish_callback route
18:29:10.592  hyper_launcher_app                         | : <window-rt-app_launcher::recents::systemui_shared::transition::window_transition_callback_helper:621>: WindowTransitionCallbackHelper execute_finish_callback_for_m
18:29:10.592  hyper_launcher_app                         | : <window-rt-app_launcher::recents::systemui_shared::transition::window_transition_callback_helper:998>: WindowTransitionCallbackHelper abcd set_will_finish_to_home 
18:29:10.592  hyper_launcher_app                         | : <window-rt-app_launcher::recents::systemui_shared::transition::window_transition_callback_helper:1010>: WindowTransitionCallbackHelper abcd reorder_app_if_need， to
18:29:10.592  hyper_launcher_app                         | : <window-rt-app_launcher::recents::systemui_shared::transition::window_transition_callback_helper:1561>: WindowTransitionCallbackHelper clear_transition_leashes
18:29:10.592  hyper_launcher_app                         | : <window-rt-app_launcher::recents::systemui_shared::transition::window_transition_callback_helper:931>: WindowTransitionCallbackHelper finish_remote
18:29:10.592  hyper_launcher_app                         | : <window-rt-app_launcher::recents::systemui_shared::transition::window_transition_callback_helper:1531>: WindowTransitionCallbackHelper release transition_info
18:29:10.592  hyper_launcher_app                         | : <window-rt-app_launcher::recents::systemui_shared::transition::window_transition_callback_helper:1567>: WindowTransitionCallbackHelper clear_all_cache
18:29:10.593  xring_gralloc                              | alloc total size 16162816, afbc header page num 61, buffer_id = 0x6d900029e36, name: VRI[MultipleSplitUIController]#36(BLAST Consumer)36
18:29:10.593  xring_gralloc                              | req_witdh=1672, req_height=2364, req_format=0x1, usage=0xb00, alloc_format=RGBA_8888 + AFBC + SPLIT + YUV TRANSFORM + SPARSE + Datatype: UNORM
18:29:10.593  xring_gralloc                              | alloc total size 16162816, afbc header page num 61, buffer_id = 0x6d900029e37, name: VRI[MultipleSplitUIController]#36(BLAST Consumer)36
18:29:10.598  BufferQueueProducer                        | [VRI[MultipleSplitUIController]#36(BLAST Consumer)36](id:94a0000002c,api:1,p:2378,c:2378) disconnect: api 1 (caller=2378)
18:29:10.599  VRI[MultipleSplitUIController]             | getMiuiFreeformStackInfo mTmpFrames.miuiFreeFormStackInfo: null
18:29:10.599  viewroot_draw_event                        | [VRI[MultipleSplitUIController]537cc4d,Not drawing due to not visible. Reason=View.INVISIBLE]
18:29:10.599  MultipleSplitUtils                         | animateOpenWithExitDockMode finishCB, remaining animCount=0
18:29:10.600  MultipleSplitRootTaskOrganizer             | finishEnterSplitScreen isDocked=false
18:29:10.600  MultipleSplitStageOrderOperator            | onEnteringSplit
18:29:10.600  MultipleSplitStageOrderOperator            | java.lang.Throwable
18:29:10.600  MultipleSplitStageOrderOperator            | 	at com.android.wm.shell.multiplesplit.MultipleSplitStageOrderOperator.onEnteringSplit(go/retraceme 56a62e231b6a9b8f4b7c830da878a208e3d78e9b7dcaebeb7041ec26c1b0b959:
18:29:10.600  MultipleSplitStageOrderOperator            | 	at com.android.wm.shell.multiplesplit.MultipleSplitRootTaskOrganizer.finishEnterMultipleSplit(go/retraceme 56a62e231b6a9b8f4b7c830da878a208e3d78e9b7dcaebeb7041ec26c
18:29:10.600  MultipleSplitStageOrderOperator            | 	at com.android.wm.shell.multiplesplit.MultipleSplitRootTaskOrganizer.finishEnterMultipleSplit(go/retraceme 56a62e231b6a9b8f4b7c830da878a208e3d78e9b7dcaebeb7041ec26c
18:29:10.600  MultipleSplitStageOrderOperator            | 	at com.android.wm.shell.multiplesplit.MultipleSplitUtilsImpl.lambda$animateOpenWithExitDockMode$0(go/retraceme 56a62e231b6a9b8f4b7c830da878a208e3d78e9b7dcaebeb7041e
18:29:10.600  MultipleSplitStageOrderOperator            | 	at com.android.wm.shell.multiplesplit.MultipleSplitUtilsImpl.$r8$lambda$jgrDAZENBYM_loF2yuOLPaHY0Jw(go/retraceme 56a62e231b6a9b8f4b7c830da878a208e3d78e9b7dcaebeb704
18:29:10.600  MultipleSplitStageOrderOperator            | 	at com.android.wm.shell.multiplesplit.MultipleSplitUtilsImpl$$ExternalSyntheticLambda3.onTransitionFinished(go/retraceme 56a62e231b6a9b8f4b7c830da878a208e3d78e9b7dc
18:29:10.600  MultipleSplitStageOrderOperator            | 	at com.android.wm.shell.transition.RemoteTransitionHandler$1$$ExternalSyntheticLambda0.run(go/retraceme 56a62e231b6a9b8f4b7c830da878a208e3d78e9b7dcaebeb7041ec26c1b0
18:29:10.600  MultipleSplitStageOrderOperator            | 	at android.os.Handler.handleCallback(Handler.java:1129)
18:29:10.600  MultipleSplitStageOrderOperator            | 	at android.os.Handler.dispatchMessageImpl(Handler.java:139)
18:29:10.600  MultipleSplitStageOrderOperator            | 	at android.os.Handler.dispatchMessage(Handler.java:129)
18:29:10.600  MultipleSplitStageOrderOperator            | 	at android.os.Looper.loopOnce(Looper.java:315)
18:29:10.600  MultipleSplitStageOrderOperator            | 	at android.os.Looper.loop(Looper.java:419)
18:29:10.600  MultipleSplitStageOrderOperator            | 	at android.os.HandlerThread.run(HandlerThread.java:139)
18:29:10.600  MultiTaskingMemoryObserver                 | MultiTaskingMemoryObserver::startMemoryMonitor
18:29:10.600  MultipleSplitBgController                  | resetDimToBlack: dim layer reset to black, alpha=0.6
18:29:10.602  MultipleSplitRootTaskOrganizer             | updateRecentTasks splitTasks: [7705, 7703, 7706]com.android.wm.shell.multiplesplit.MultipleSplitRootTaskOrganizer.updateRecentTasks:115 com.android.wm.shell.multiple
18:29:10.602  MultipleSplitRootTaskOrganizer             | addRecentTasks splitBounds=mIsMultipleSplit: true mIsInQuickViewMode: false mMultipleSplitBounds: [Rect(94, 66 - 802, 1606), Rect(826, 66 - 1534, 1606), Rect(1558, 6
18:29:10.602  MultipleSplitUtils                         | addMultipleSplitPair splitBounds: mIsMultipleSplit: true mIsInQuickViewMode: false mMultipleSplitBounds: [Rect(94, 66 - 802, 1606), Rect(826, 66 - 1534, 1606), Rect(
18:29:10.602  MultipleSplitUtils                         | removeMultipleSplitPair tasks:[7705, 7703, 7706]
18:29:10.602  MultipleSplitUtils                         | addMultipleSplitPair updatedSplitBounds: {mIsMultipleSplit: true mIsInQuickViewMode: false mMultipleSplitBounds: [Rect(94, 66 - 802, 1606), Rect(826, 66 - 1534, 1606
18:29:10.602  MultipleSplitLayout                        | onStageOrderRemoved(with stageBounds): removedIndex=0, rightmostActiveIndex=2, removedStageWidth=708
18:29:10.602  MultipleSplitLayout                        | onStageOrderRemoved: Using ALIGN_TO_RIGHT strategy
18:29:10.602  MultipleSplitLayout                        | onStageOrderRemoved: Shifted divider 0 right by 732
18:29:10.602  MultipleSplitLayout                        | updateBounds: position = [802, 1534, 2266, 2998]
18:29:10.602  MultipleSplitLayout                        | updateBounds: bounds=[Rect(826, 66 - 1534, 1606), Rect(1558, 66 - 2266, 1606), Rect(2290, 66 - 2998, 1606)]
18:29:10.602  MultipleSplitLayout                        | onStageOrderRemoved: Completed. Direction=1
18:29:10.602  MultipleSplitLayout                        | onStageOrderRemoved(with stageBounds): removedIndex=0, rightmostActiveIndex=1, removedStageWidth=708
